Age_Ma,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Cu_Area,Zn_Area,Ga_Area,Br_Area,Rb_Area,Sr_Area,Y_Area,Zr_Area,Nb_Area,Mo_Area,Pb_Area,Bi_Area,Ag_Area,Cd_Area,Sn_Area,Te_Area,Ba_Area,T_Area
5.93791151,2658,46921,-4076,-1273,49247,13564,2570652,8482,778,6696,113033,45648,593,979,138,4073,2552,126711,1926,5930,-1765,-2070,528,316,1351450,2255,18121,3781,28313.0,184658
5.938628674,2943,46478,-3890,-1161,51951,13913,2786825,7490,305,7328,104763,50578,558,843,163,3592,2178,121962,1208,5725,-1205,-1402,506,194,1350870,2623,17830,3020,24990.0,175587
5.93934536,2311,43152,-3634,-1403,48231,13459,2609779,6967,1014,7577,99880,48656,537,705,90,3567,2197,118625,2010,6319,-1973,-1289,344,229,1346170,2288,17031,3664,23124.0,165769
5.940062046,2476,42816,-3840,-1647,47599,12363,2673727,7268,538,8064,98824,48308,620,841,78,3231,1717,119936,1500,5714,-1851,-1759,440,256,1344185,1754,17728,3118,21758.0,163747
5.940778732,2685,44424,-3913,-1517,46886,12225,2728077,7053,810,7978,98378,49191,507,711,140,3834,1905,119863,1296,5827,-2358,-2349,335,425,1340058,2098,17244,3392,22647.0,164765
5.941495419,2651,45831,-4156,-1976,46659,11971,2747106,7828,949,7793,99603,50428,639,788,220,3622,2486,118986,1371,5645,-1810,-1582,527,282,1332793,2447,16938,3083,21411.0,167884
5.942212582,2626,47123,-4314,-1721,48359,12670,2865765,7281,698,8135,102962,48843,603,752,35,3494,1879,123343,1973,5466,-2195,-755,366,204,1325732,2196,17341,3517,20286.0,172662
5.942928791,3000,47429,-4829,-1957,51622,11961,2965117,7445,185,8126,98605,48051,576,754,90,3558,1890,124530,1927,6120,-2451,-1506,552,206,1322290,2344,17706,3879,19476.0,168440
5.943645477,3040,48585,-4863,-1817,50808,12833,2883248,7693,570,7659,105964,49444,672,777,113,3525,2278,124243,1827,5919,-2212,-1665,464,189,1310286,2773,17438,3396,19666.0,178115
5.94436264,2547,45704,-3960,-1150,51398,15665,2738594,7878,1211,8109,109405,49745,588,769,67,3188,2202,120120,2016,6188,-2184,-1079,531,277,1304099,3058,17569,3508,18557.0,181199
5.945079327,2682,46574,-4043,-1916,48125,11805,2687821,6817,697,7423,104052,52120,522,764,161,3238,1924,115735,1368,5414,-1356,-1275,285,203,1304417,2532,17069,2799,17788.0,171930
5.945795536,2852,46743,-4006,-2075,49027,12990,2723139,7074,1209,8004,100551,53319,587,807,88,3229,1948,114317,1723,5407,-2465,-1808,423,311,1302162,2603,17286,3290,17161.0,170210
5.946512699,2835,46617,-3969,-1736,47589,12313,2651637,7129,604,7268,97173,50508,544,878,146,3411,2005,113466,2003,5063,-1657,-1897,276,277,1301331,2271,16178,3631,17589.0,166067
5.947229385,2542,44109,-3716,-1610,47391,12174,2656690,7134,760,6128,95921,53037,761,1371,91,3310,1992,115270,1306,5449,-811,-1210,451,167,1299759,2024,16531,3455,19338.0,161880
5.947946548,2898,47337,-3678,-1892,46987,13243,2760231,7369,1142,7511,101046,53922,2737,2477,0,3228,1785,117804,1580,5476,-1039,73,558,316,1308525,2122,17743,3404,20616.0,171893
5.948662758,2692,44880,-3577,-1585,53561,14265,2786946,7608,377,6821,103117,51228,1473,1627,49,3525,2561,123892,1451,5551,-1064,-714,448,230,1314444,2237,16314,3748,20917.0,172562
5.949379921,2476,45335,-4193,-1730,53186,14059,2835446,7719,747,7215,105497,48123,598,928,126,3383,2450,127895,1820,6233,-1781,-2108,711,221,1316885,2192,16875,2837,21583.0,175086
5.950096607,2947,45975,-4528,-1647,52860,13879,2751873,7284,890,6529,108165,49137,524,772,139,3592,2010,125470,2678,6617,-1913,-1582,323,231,1335352,1702,16442,3215,19097.0,178250
5.950812817,2519,44711,-3955,-1110,49889,13606,2733479,7528,241,6394,105753,45826,501,759,142,3747,1646,124519,1930,6249,-1540,-1730,431,221,1356761,2005,17410,2900,23047.0,174117
5.95152998,2664,44347,-4313,-1096,48143,12833,2771141,7594,652,6375,105126,46854,568,819,87,3426,2414,125529,2004,6122,-2261,-1823,371,384,1344885,2440,16544,2921,20921.0,172564
5.952246666,2544,42841,-4109,-1648,44228,10842,2725361,7346,-6,6565,103032,47035,2459,1037,28,3622,1812,124053,1605,5909,-1319,466,614,264,1347386,2600,17358,3693,24547.0,166605
5.952963829,2294,38192,-3742,-1638,40976,10510,2333348,7737,325,5607,98113,40902,797,1149,125,3289,2523,119213,1690,6713,-1426,-1376,367,215,1343619,2350,16230,3322,22293.0,156846
5.955113888,2045,38602,-3000,-640,43539,12613,2498032,7563,627,6387,92769,42631,841,1298,92,3390,2156,121132,1489,5544,-903,-509,442,217,1353599,2665,17131,3298,25868.0,153592
5.955830097,2794,42915,-3534,-763,51434,13551,2663727,7032,476,7008,93728,52329,586,990,81,3526,1829,120542,2028,5801,-1249,-1068,306,270,1338682,2392,17626,2755,24931.0,160020
5.956546783,2371,36186,-3102,-840,45660,11886,2323808,6648,1271,6467,88693,47477,548,875,139,3621,2229,117070,1357,5295,-1863,-1102,596,334,1329460,1996,17813,2875,24072.0,145784
5.957263947,2584,41874,-3465,-1006,52266,13223,2719481,7482,727,7427,101084,47076,537,857,153,3679,2184,129427,1668,5965,-1273,-1224,355,172,1357046,2630,17495,3520,27266.0,166247
5.957980633,2516,44018,-3884,-952,52470,13853,2784479,7545,250,7886,100862,48229,449,763,219,3565,2098,125983,1451,6069,-1090,-1300,321,202,1326566,2297,17829,3507,27852.0,168794
5.958697319,2645,45110,-3513,-1403,51854,14057,2850025,7741,321,8624,104177,51246,534,802,154,3695,2123,126293,2475,6085,-1330,-1511,285,219,1315641,2290,17542,3556,27785.0,173730
5.959414005,2992,47303,-3522,-1316,51645,13981,2915920,7783,167,8558,105417,53697,554,688,170,3647,2104,125972,1871,5957,-1055,-1303,385,180,1325511,2876,18073,3983,27460.0,177476
5.960130692,3072,47862,-3603,-943,52422,14859,2923944,7922,-132,8306,105073,52691,551,872,164,3540,2524,124373,1359,5515,-1372,-1453,433,311,1324355,2753,18098,3497,26009.0,178788
5.960847378,2915,47030,-3796,-924,52856,14614,2935235,7788,-99,9111,104682,49706,548,887,143,3520,2488,124954,1765,5757,-1811,-1264,569,406,1327844,2833,17315,3628,24466.0,177029
5.961564064,3232,48888,-3923,-1085,53389,14935,2995743,8512,606,9423,107533,50447,722,795,193,3724,2265,126858,1817,5840,-1626,-1291,436,242,1327195,2534,18059,3192,23600.0,183100
5.962281227,3205,46153,-3299,-858,52668,14371,2872385,7703,-222,8563,100045,52243,658,789,125,3606,1748,124256,1373,5678,-1810,-1372,510,407,1338794,2069,17467,2828,25503.0,171477
5.962997913,2762,44933,-3119,-881,53294,13502,2848095,7483,436,8947,99319,51176,567,849,84,3628,1967,122488,1303,5816,-1893,-784,499,214,1337395,2708,18297,3563,25091.0,167999
5.963714123,2772,44886,-3872,-1093,51670,13364,2852047,7068,300,8784,96992,51158,638,943,79,3498,2184,120601,1735,6147,-1646,-950,409,242,1330105,2770,17526,3800,24059.0,165082
5.964431286,2945,44912,-3505,-1439,48892,14652,2913234,7129,332,9099,96403,51309,517,1136,136,3379,1950,122532,1814,6061,-199,-1074,319,161,1334087,2797,17580,3188,21781.0,166041
5.965147972,2732,42658,-3715,-1433,48703,12987,2853068,6790,67,8619,87719,51616,705,2100,124,3144,2040,121524,2002,5958,512,-636,332,255,1341412,2408,17433,3748,22940.0,152886
5.965865135,2498,43553,-3454,-881,44778,12834,2728637,6930,780,8743,86145,50184,1676,1805,94,2966,1829,117480,1697,5271,-1280,-128,475,207,1324873,2360,17006,3268,23537.0,151960
5.966581345,2815,43150,-3479,-773,49636,16236,2854994,7270,-390,7460,103454,52292,593,911,221,3372,2074,124333,2466,6182,-934,-1215,330,127,1344886,2701,16792,3401,23594.0,172925
5.967298031,2192,39095,-3306,-687,52481,17534,2766247,7335,396,8059,105275,48756,576,836,130,3635,2106,121868,1763,5779,-1222,-1137,337,211,1337489,2147,18251,3838,22168.0,171431
5.968015194,2317,42297,-3611,-1061,50352,16936,2822947,7948,476,7985,107923,51319,594,846,161,3381,2048,123686,1719,5742,-1534,-1231,331,238,1336809,2172,17546,3222,21794.0,177421
5.968731403,2550,44652,-3628,-885,48568,15853,2860603,7338,326,8197,102817,51251,548,834,140,3436,2015,121569,1733,6363,-925,-807,496,305,1343986,2599,16631,3572,22053.0,173210
5.96944809,3051,50587,-3368,-1135,47764,18296,2822103,7735,352,7567,120638,48960,434,841,105,3265,2681,123432,1686,6128,-1257,-1501,331,312,1346259,2684,17634,3396,22117.0,200307
5.970165253,3128,48995,-4275,-1576,45254,15824,2961329,7616,328,7411,104289,52907,623,848,137,3212,2140,122272,2585,6483,-1355,-981,401,174,1338402,2186,16848,2612,21823.0,179852
5.970881939,3777,53530,-3544,-1096,45557,19344,2891561,8701,1190,7411,120396,51387,482,863,75,3483,2316,124674,2320,6579,-1355,-1597,560,356,1345706,2533,17368,2600,22044.0,205748
5.971598625,3236,49969,-3622,-1237,47493,18944,2815959,8117,562,6910,121392,52400,554,927,35,3609,1940,124736,2224,6903,-1166,-1129,436,204,1333074,3102,17193,3048,22119.0,201658
5.972315311,3221,52510,-3642,-1482,46770,19688,2791451,8971,558,6482,129575,52229,517,920,150,3620,2275,125113,2252,6329,-1129,-808,403,313,1336668,2852,17568,3471,22176.0,213965
5.973031998,2818,44030,-3141,-820,41500,16439,2406574,7957,1318,7300,113477,46380,479,899,80,3146,2043,115618,2075,6005,-892,-1376,309,260,1342917,2255,16896,2741,21464.0,184721
5.973748684,3261,48412,-3159,-794,47138,18336,2675711,8850,186,7311,122109,47797,516,866,70,3370,2147,122209,2035,6323,-1697,-1294,443,322,1349009,3430,17446,3088,22580.0,200968
5.97446537,2848,52001,-3271,-762,51659,20867,2912602,8759,174,7661,133471,52114,510,913,143,3605,2259,131033,2459,6627,-986,-1096,336,278,1351746,2693,17692,3341,23303.0,217946
5.975182533,3222,54395,-3568,-1003,50772,20442,2869469,9289,530,8218,140453,51143,499,1000,168,4031,2496,127926,2427,6777,-489,-1303,553,346,1348466,2571,17599,3619,23183.0,227801
5.97589922,2933,48956,-3484,-810,49656,19785,2732191,9207,710,7774,136604,44025,548,994,131,3674,2830,129699,2268,6695,-756,-1052,315,231,1361251,2633,17532,3387,23836.0,217485
5.976615429,2947,53416,-3515,-1080,51955,21562,2864222,8745,291,6919,142099,48693,610,1061,158,3480,2559,131850,2213,6776,-966,-907,486,177,1357204,2970,16282,2815,23909.0,228769
5.977332592,3439,56128,-3384,-732,50457,24206,2810237,10852,372,7122,157093,51064,525,1054,198,3907,3534,129584,2285,5909,-1117,-1414,425,324,1362643,2204,17217,3519,26185.0,251718
5.978049278,3368,57562,-3327,-657,52189,23324,2813744,10344,405,7264,154183,50867,474,1241,181,3769,3016,128817,2428,6668,-733,-1484,439,312,1355985,3319,18326,3092,25253.0,248781
5.978765488,2818,47927,-3585,-1308,47753,18972,2465966,8278,1008,5081,135262,53260,562,1078,167,3582,3107,123188,2432,6618,-1109,-1155,417,190,1336909,1996,17041,3790,22672.0,213257
5.979482651,3233,52275,-2846,-666,47333,21182,2588623,9847,238,4991,143310,47330,477,1001,101,3745,3076,127154,1959,6077,-628,-1529,481,354,1348286,2864,17339,4230,24947.0,229847
5.980199337,3856,55554,-3562,-1481,52099,21915,2781525,10325,658,5174,144156,49785,597,1002,215,4243,2647,131078,2772,6643,-1419,-1035,465,312,1356256,2751,17864,4492,25021.0,235806
5.9809165,3716,56853,-3600,-1279,52682,22083,2838744,9350,709,5889,143167,51058,617,1083,167,3868,2868,132045,2299,7589,-809,-1033,440,240,1354251,3396,17710,4014,24749.0,235169
5.98163271,3437,56025,-3390,-933,52866,21806,2818318,9808,433,5675,142590,52498,568,1048,131,3819,2770,128074,2257,6408,-1265,-1236,528,276,1358869,2627,17492,3398,25869.0,233666
5.982349396,3277,53489,-3298,-910,52836,20535,2883775,9056,-130,6434,134502,52722,442,1029,217,3778,2693,126463,1954,6447,-719,-1193,437,235,1353512,2672,17851,3703,24170.0,220859
5.983066559,3183,51859,-3532,-1037,52774,19029,2922729,8398,1014,7460,125995,52205,545,944,222,3593,2565,124815,2745,6688,-1128,-1381,557,311,1357164,1980,17442,3355,25011.0,208464
5.983783245,3075,50049,-3513,-968,52913,18981,2915422,8085,324,7354,124114,51523,606,1020,202,3507,2163,124655,1737,5879,-1294,-1332,477,339,1357198,3273,17537,3250,23969.0,204304
5.984499931,3214,49487,-3284,-849,52045,17250,2921737,8065,483,8054,117059,51634,548,939,80,3553,2106,121923,1950,6347,-967,-1388,424,215,1355008,2793,17500,3560,23460.0,195075
5.985216618,3496,49654,-3767,-875,51895,16938,2953766,8281,405,7903,112130,50525,445,852,99,3614,2288,122225,2471,6326,-1363,-1739,481,205,1357271,2428,18687,3716,22253.0,190499
5.985933304,3005,49370,-3750,-1372,53043,17105,2971925,7507,33,7910,110897,50578,548,887,164,3433,2121,123520,2255,6338,-1009,-1182,530,246,1356939,2274,17611,4052,22999.0,187884
5.98664999,3206,50192,-3774,-565,53289,16690,3059175,7314,-163,9097,109204,49760,421,837,71,3522,2135,122495,2189,5716,-1534,-1390,402,270,1351556,2532,17627,2770,22891.0,186606
5.987366676,2862,48877,-4224,-1443,51893,15836,3019594,7678,419,9919,108492,50547,483,825,171,3621,2102,122021,2035,5935,-1381,-1517,422,356,1344011,2575,16792,3386,21712.0,183745
5.988083839,3169,48445,-3886,-1285,53618,15552,3007985,7360,56,9440,105810,51317,576,882,89,3544,2372,119953,1769,5927,-819,-1734,490,192,1343361,2214,17513,2895,20230.0,180336
5.988800526,3084,47120,-4043,-1211,52678,14940,2926180,7674,794,9596,98084,51873,682,1213,125,3641,2173,115508,1718,4950,-1843,-1226,1061,336,1337422,2203,17311,3181,20885.0,170902
5.989516735,3216,46455,-4084,-1282,51406,15409,2830084,6914,951,9064,100871,51372,519,952,49,3353,1759,114674,2134,5051,-1988,-1537,486,353,1332401,2540,16656,3429,19686.0,172865
5.990233898,3128,47044,-3260,-987,49779,15215,2793883,7249,615,8562,99900,52344,440,803,92,3531,1905,112880,1864,5712,-1354,-1198,496,295,1329920,2098,16169,3591,19861.0,172536
5.990950584,3058,46693,-3269,-1092,49617,14614,2769700,6990,727,8693,101250,52519,567,806,98,3407,2325,114477,2020,5563,-2588,-2167,401,519,1325569,1911,16440,3757,20181.0,172605
5.991667271,2847,47373,-3522,-1596,52442,15241,2806407,7450,525,8279,106194,52570,479,858,98,3669,2073,116484,1859,5857,-1495,-1326,466,229,1315729,2468,15775,3292,20533.0,179105
5.992383957,3133,48194,-3607,-988,52481,16608,2759155,7475,506,8205,109878,53629,470,812,93,3453,1915,116671,2227,5911,-1097,-1749,343,368,1301380,2139,16120,3245,21129.0,185288
5.993100643,3241,49679,-3470,-1018,51499,16455,2782501,7669,195,8081,111006,50207,567,832,201,3636,1625,116502,2092,5900,-1362,-1087,494,267,1306305,2152,15975,3121,20371.0,188050
5.993817806,2949,46608,-3301,-868,47217,14207,2601577,7568,595,6535,102889,53118,497,741,134,3189,2182,111679,1673,5481,-1771,-1896,445,250,1305463,2505,16745,3706,21911.0,174221
5.994534016,2881,49345,-3237,-789,50263,17298,2685911,7944,187,7036,108061,51514,638,938,134,3397,2267,114915,2138,5965,-1641,-813,455,275,1312226,1784,17154,2942,23608.0,185529
5.995251179,3212,50978,-3300,-1163,48849,16657,2609307,7996,708,6569,113803,52943,587,855,184,3704,2242,113827,2249,5429,-1134,-1347,275,185,1311252,2111,16865,3362,24603.0,192646
5.995967865,3408,52236,-3029,-806,49739,17310,2679507,8271,794,7841,112653,51522,612,996,152,3313,2344,113121,1664,5611,-909,-1176,381,184,1314099,2435,16845,3588,24136.0,193878
5.996684074,3386,51902,-3950,-1383,50521,18146,2663534,8600,728,7635,119319,51629,685,935,160,3383,2355,115742,2219,5439,-1096,-742,335,197,1315251,2184,16169,3501,24904.0,201353
5.997401237,3282,54481,-3990,-1149,48473,16752,2722641,9073,279,7894,123219,50884,456,915,121,3552,2594,117460,2426,6448,-1279,-1023,572,251,1331443,2338,15568,2858,26153.0,206807
5.998117924,3589,57984,-3219,-1146,49370,20932,2652507,9381,577,7217,130812,51394,665,1020,83,3542,2598,118268,2026,6090,-1921,-1576,639,332,1345945,3016,16590,3315,28413.0,222698
5.998835087,4141,62141,-3601,-937,49160,24304,2614111,9995,533,7127,147790,49310,610,1103,165,3319,2607,119492,2123,6494,-703,-1372,874,185,1345930,2261,16671,3293,28122.0,248371
5.999551296,3865,64797,-3214,-866,46255,27041,2463329,10702,855,6992,160889,48817,637,1250,110,3453,3147,116785,1986,6842,-608,-1378,785,259,1346950,2235,17369,3554,29300.0,267294
6.000267982,3880,62297,-3173,-981,43735,26252,2343333,10408,352,7302,156805,46069,656,1215,123,3188,3173,113566,2443,6722,-1163,-1389,883,198,1357517,2385,17011,3777,28598.0,259642
6.000985146,4096,67530,-2912,-693,50024,27859,2485663,11249,613,7522,163785,49345,635,1212,100,3403,3370,118615,2339,7236,-1153,-1639,763,228,1357075,2194,16814,3818,28762.0,274519
6.001701832,4062,65420,-3145,-699,50571,27849,2493227,10410,558,7523,154063,48981,746,1120,219,3791,3461,116597,1909,6650,-1397,-1584,747,305,1360414,2564,15922,3797,27277.0,261804
6.002418041,3797,65530,-3078,-1313,52030,27460,2474494,10937,626,7869,157801,49586,848,1145,135,3873,3198,116050,1987,6844,-1795,-1643,858,355,1358405,2133,16978,3324,26772.0,265525
6.003135204,4209,66328,-2858,-557,53853,27866,2411475,10797,486,7278,169401,48799,656,1414,181,3929,3522,117034,2697,6967,-1524,-1928,1311,319,1358401,2428,16322,3478,28067.0,278601
6.003851891,4369,65806,-3077,-830,54142,28904,2389685,10626,830,6138,160862,47069,649,1219,145,3679,3812,116250,2762,6701,-809,-1101,1034,141,1361629,2506,16146,3837,28860.0,270567
6.004568577,3619,66481,-3031,-760,53117,30314,2371748,10975,712,5722,163578,47819,607,1232,166,3912,3610,117277,2361,6233,-495,-1037,1084,167,1357857,2383,16584,3665,28128.0,274967
6.005285263,3694,63787,-3044,-1040,51820,26232,2444423,10600,738,5426,151301,49325,645,1126,198,3900,3490,117693,2058,6847,-977,-1661,682,247,1361209,2599,16516,3039,27346.0,255614
6.006001949,3257,58136,-3829,-1095,53076,21215,2555884,9022,117,5527,128407,50779,750,1092,69,3822,2807,120543,1975,6125,-2264,-1293,673,208,1356260,2575,17000,3266,30205.0,220037
6.006719112,4014,66307,-3122,-745,52377,27990,2417176,10268,759,4976,148406,48848,791,1423,129,3852,3092,118534,2420,6617,-912,-1325,588,218,1360545,2539,16466,3217,28466.0,256985
6.007435322,4348,70211,-3078,-986,51056,31176,2363259,10306,452,4583,150925,46691,868,1691,119,3804,3619,117068,1910,6775,-957,-1037,831,209,1359650,2111,16866,3574,29674.0,266966
6.008152485,3740,66557,-3083,-936,48137,30076,2319162,9300,570,5896,129458,44778,746,1133,134,3738,3494,115691,2531,6892,-2039,-1224,469,319,1363608,2340,16976,3704,28886.0,239131
6.008869171,3527,55777,-3322,-976,47447,20775,2555571,8016,1074,6923,112942,50934,514,891,158,3261,2829,118048,2139,5916,-1587,-1748,524,296,1362069,2229,15883,2933,27619.0,201037
6.009585381,2950,51974,-3277,-1248,48033,18774,2477567,8883,491,6509,119396,49641,601,884,177,3593,2962,119082,2735,6165,-1333,-720,319,211,1365159,2276,16145,3279,28437.0,201977
6.010302544,3591,56611,-3606,-1196,50022,21678,2531917,9217,415,5266,122324,49290,594,913,149,3505,2741,118067,2450,6665,-1272,-982,422,256,1368762,2382,16053,3512,29383.0,213421
6.01101923,3364,58244,-2616,-999,49520,23979,2452701,8957,357,5633,126162,47690,668,993,190,3658,2678,116384,2341,6556,-934,-1399,477,143,1369091,2378,16448,3148,28682.0,220706
6.011736393,2718,50954,-3990,-1241,52191,17410,2668020,8309,500,6478,117295,47301,597,885,138,3688,2425,119853,2418,5832,-1494,-1489,458,273,1363950,2663,16597,3508,26357.0,196686
6.012452602,2926,47987,-3816,-1275,51701,15215,2738917,7968,720,6962,111559,48679,497,826,86,3210,2341,120929,1966,6340,-1561,-1342,440,227,1355746,2476,17116,2961,24670.0,185655
6.013169289,2621,42595,-3865,-1513,46453,13931,2735366,7044,-2,7325,102598,48334,646,848,77,3332,2502,122378,2055,6133,-2285,-1760,436,231,1357546,1851,16605,4337,24525.0,168789
6.013886452,2247,40841,-3362,-1376,45304,13692,2394565,7529,770,6692,99034,47157,603,773,91,3392,1810,108552,1860,5450,-2040,-1657,424,239,1349710,2540,15935,3803,25120.0,163343
6.014602661,2115,35213,-3161,-1440,40848,10374,2232407,5986,663,6216,85779,47111,544,642,75,3365,2175,106886,1889,5554,-2354,-1640,360,288,1348394,2281,16304,2944,21580.0,139467
6.015319347,2225,39055,-3393,-1446,42393,12191,2484167,6436,1034,7292,89029,50911,580,756,162,3049,1948,107512,1601,5513,-1618,-1527,299,348,1349940,2175,16688,3165,21668.0,148936
6.01603651,2257,40388,-3675,-1065,46116,11747,2688628,6557,243,7366,94097,48231,611,853,150,3406,1743,117393,2545,5595,-1640,-1473,407,361,1352985,2356,15894,3308,21527.0,155046
6.016753197,2386,42506,-3810,-1447,46591,12501,2619431,6671,387,7040,95534,48980,518,761,94,3161,1962,116434,2282,5966,-2044,-1559,398,217,1348271,2388,16187,3143,21656.0,159598
6.017549992,2382,42476,-2853,-1299,45442,13615,2575812,6941,781,7225,93521,51089,568,747,102,2840,1902,110936,1806,5369,-2143,-1573,595,274,1342592,2462,16926,3085,20499.0,158935
6.018366337,2574,43967,-3846,-1376,44558,12686,2524426,7081,518,6842,96461,48446,548,795,113,3253,1954,112288,1480,5318,-1787,-1321,379,271,1340063,2246,16233,3061,22021.0,162769
6.019182205,2698,43855,-3578,-1565,47230,13534,2576756,7345,895,6833,99093,47332,484,749,111,3242,1880,116796,2243,6883,-1622,-1864,470,269,1334944,2608,16642,3400,24836.0,166525
6.01999855,2071,39685,-3534,-1247,44142,13270,2389170,7070,716,6753,103570,44639,531,779,159,3432,2595,122978,1898,5655,-1730,-1389,336,355,1334427,1981,17347,3084,22878.0,165666
6.020813942,2591,41420,-3631,-1248,42743,14160,2416894,6944,637,7230,105717,44219,559,776,55,3406,2599,121108,2172,5630,-1912,-1131,522,226,1325881,2238,16346,3028,22403.0,170832
6.02162981,2806,49497,-3494,-1682,45643,16871,2596165,8341,397,7619,122942,46942,628,1074,184,3639,2682,124915,2382,6512,-947,-1252,684,289,1324780,2708,16180,4108,22772.0,200457
6.022446156,3159,52801,-3862,-1399,49452,18424,2780148,9092,690,8394,129787,51262,684,1286,86,3531,2346,126121,2589,7180,-1419,-1232,998,323,1340392,2118,16271,3154,25104.0,213263
6.023261547,2874,51208,-3408,-1307,50313,17993,2784129,8728,690,8105,127362,51293,587,939,85,3500,2468,124904,2373,6439,-915,-721,701,139,1332460,2363,16706,3688,24396.0,208165
6.024077415,3132,51669,-3713,-1426,50384,17261,2768194,8551,474,8290,129424,46528,665,1042,108,3772,2526,124695,1968,6362,-1599,-1088,653,304,1325643,2304,17288,2925,24483.0,210037
6.024893761,2766,51687,-4420,-1839,51026,16840,2795581,8704,680,8448,130702,49685,705,1012,55,3583,2398,127239,1668,6335,-1710,-1589,736,262,1320035,2607,16507,4470,23739.0,210699
6.025709629,2937,50879,-4022,-1197,51258,17077,2775249,8479,481,8696,124700,49554,811,960,100,3581,1974,124605,2387,6843,-2290,-926,563,434,1325901,2800,17387,3850,25511.0,204072
6.026525021,2963,50357,-4019,-1603,52921,16615,2803138,8618,600,7020,117547,50947,844,977,103,3680,2297,127325,2124,6153,-1805,-1394,532,239,1326791,2252,17287,3900,26183.0,196100
6.027341366,2636,49832,-3775,-1809,54032,14793,2866260,8042,520,8592,110331,53141,724,873,66,3788,2369,128576,1299,6332,-1778,-1103,563,238,1326025,2256,17315,3229,26795.0,185634
6.028157234,2820,48564,-4120,-1586,51431,15090,2780275,7205,96,7633,106237,50580,587,826,40,3665,2509,128517,2759,6520,-2143,-2130,482,293,1337362,2609,17679,3126,27010.0,179916
6.028973103,3075,52009,-3377,-1186,45811,18455,2537855,7930,310,7187,107335,46974,631,886,52,3646,2509,132145,1601,5892,-2138,-1518,573,276,1346013,2407,17869,3424,26676.0,188804
6.029788971,4013,71976,-3006,-943,41957,28229,2333650,8825,852,7827,119345,43545,640,876,109,3524,3114,120064,1727,6993,-2491,-2494,536,364,1349941,1687,17488,4180,24777.0,232388
6.030605316,2425,44434,-4688,-1675,52360,13356,2932424,6961,461,7023,106528,50447,560,824,38,3561,2036,134267,1724,6118,-2279,-1488,560,245,1352346,2632,17473,2998,24904.0,173704
6.031421185,2983,46199,-4262,-1774,51771,12524,2805651,6956,92,5792,106005,50704,840,900,65,3454,1736,125935,1852,5887,-1942,-1757,555,221,1347195,2104,18101,3797,23770.0,174667
6.032236576,3158,49162,-4689,-1647,54827,13902,2947940,7613,156,6258,115321,50706,666,1072,102,3997,2427,132970,2149,6300,-2114,-1163,419,343,1350220,2008,17483,2693,25650.0,189156
6.033052921,3134,47613,-4561,-1657,52211,12630,3055752,6834,307,7242,102347,48787,722,1228,104,3565,2105,134933,2247,6575,-893,-803,386,136,1347974,2450,17476,3080,25294.0,172558
6.03386879,2453,41867,-4085,-1480,50000,11122,2966592,6739,473,7205,87958,51366,1829,1091,94,3439,2046,133303,1647,5540,-1270,-280,411,235,1346015,2672,16353,2770,24461.0,150139
6.034684181,2240,40281,-4543,-1565,49352,11062,2906621,6653,133,6639,82960,45159,841,1003,118,2908,1804,131604,1596,6632,-1615,-1186,372,209,1348762,2269,16889,3117,22866.0,143196
6.035500526,2520,43975,-4832,-1497,54713,12572,3083594,7176,817,8180,88688,50509,3189,1009,33,3231,1716,133694,1875,5384,-880,42,744,395,1346017,2087,16455,2877,23488.0,154931
6.036316395,2628,44880,-4770,-1738,54606,12018,3078842,6766,609,7800,92304,49604,660,950,109,3542,2315,133424,1830,5894,-2117,-1750,451,302,1352722,2776,17131,2528,23247.0,158596
6.03713274,2582,43534,-4301,-1824,55795,11525,3058288,6872,351,7563,92897,49800,579,926,175,3556,1855,133929,1860,6223,-1120,-1254,513,210,1350042,2757,16882,3751,21730.0,157410
6.037948132,2735,45516,-4401,-1544,56866,12634,3001239,7616,271,7898,104363,49492,660,889,107,3704,1976,133171,1475,5737,-2228,-1321,420,318,1348010,2372,17145,4057,21949.0,172864
6.038764,2674,45382,-4556,-1810,54984,11581,2972668,7493,317,7570,106183,50360,587,925,109,3674,2071,130021,1616,5992,-1690,-1824,309,326,1349467,2417,17530,3692,21162.0,173313
6.039580345,2223,37923,-4330,-1605,49448,10889,2562786,5785,1387,6590,75937,51320,412,707,122,3187,1829,111842,1455,5472,-1317,-1640,317,260,1339722,1950,17148,3035,19159.0,132757
6.040396214,2350,42580,-4610,-1907,49505,11619,2827695,6329,246,7222,88053,52597,460,815,90,3155,1561,124787,2038,5472,-2213,-1822,420,424,1347143,2241,17102,3089,21399.0,150931
6.041212082,2661,44296,-4662,-2059,48236,12522,2960203,7400,1005,7422,93328,53285,610,897,153,3501,1936,128210,2084,5990,-1700,-1649,323,198,1348347,2261,16643,3447,21205.0,160207
6.04202795,2106,35744,-3997,-1898,40926,9443,2509232,5565,248,6907,80432,44320,1023,1046,119,3204,1750,123135,1835,6096,-2126,-1382,497,236,1353685,2683,16531,3763,21995.0,133290
6.042843819,2729,44257,-4308,-2077,50539,12035,2933525,6913,249,8215,96621,50198,1309,1157,125,3498,1972,133874,2273,6152,-1733,-618,566,184,1356795,2982,16729,3388,23144.0,162555
