Age_Ma,C. wuellerstorfi13C,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Cu_Area,Zn_Area,Ga_Area,Br_Area,Rb_Area,Sr_Area,Y_Area,Zr_Area,Nb_Area,Mo_Area,Pb_Area,Bi_Area,Ag_Area,Cd_Area,Sn_Area,Te_Area,Ba_Area,T_Area
6.336,0.018,2544,44422,-3493,-1004,53472,17001,3052127,8062,457,8894,100222,51657,790,1159,72,3516,1942,119965,1442,5943,-1710,-1112,1188,346,1324660,2432,15658,2698,20586,172251
6.342,-0.006,2218,42544,-3067,-852,47424,14834,2471291,8704,1,6117,104342,47707,500,1000,91,3467,2342,116847,2107,5902,-991,-851,406,202,1338436,2284,16310,3004,24151,172642
6.348,0.264,2094,38488,-3279,-770,50600,10896,2611306,6904,144,6841,90008,55375,433,755,98,3312,2008,112770,1387,5569,-714,-1514,342,244,1341685,2843,16105,3215,21141,148390
6.355,0.369,3376,52745,-3770,-959,55769,19714,2948267,9185,548,8154,128616,50582,448,943,58,3863,2741,124510,2082,6947,-1109,-1963,610,264,1352191,2979,17381,3244,26158,213636
6.361,0.246,2812,43790,-3081,-1039,49705,15546,2579013,8517,568,7724,115504,47639,539,1041,139,3889,2252,110984,2160,5581,-361,-344,500,192,1314760,2561,15487,3032,27044,186169
6.367,0.464,3075,47884,-3610,-1133,52567,16492,2861153,7869,906,8612,114800,48046,478,890,169,3768,2425,119900,2098,6379,-635,-1697,690,191,1356914,2414,16511,3835,25083,190120
6.374,0.222,3206,49587,-3648,-1113,58398,15209,3087664,7934,227,9416,108750,50155,494,861,71,3867,2241,122900,2339,6122,-1959,-1746,376,273,1359192,2441,17194,3285,24809,184686
6.38,0.137,3336,51865,-3923,-1487,54478,18303,3103646,8122,3,9659,112860,53888,459,915,86,3936,2644,127429,1741,6459,-1357,-1207,347,225,1359850,2411,16524,2984,22669,194486
6.386,0.108,3158,52688,-4080,-1364,55176,16951,3084930,8599,284,8688,105421,51096,584,1292,126,3716,2519,121094,1773,6161,-207,-429,425,151,1360024,1771,16702,3307,24250,186817
6.387,0.169,2834,49315,-3545,-689,59739,18957,3094077,9032,567,9176,122968,53548,429,958,137,3985,2440,125753,2455,6280,-831,-1215,498,245,1381362,2610,18456,3218,26976,203106
6.39,0.104,2556,46098,-3534,-673,62859,16987,3129905,8108,121,9663,105630,53678,502,913,217,3998,2470,121895,2109,5348,-1514,-992,539,368,1370677,3130,17236,3213,24087,179379
6.392,0.423,2600,45239,-3634,-707,62354,15968,3081118,7989,165,10266,102167,53029,462,896,38,3850,2256,119635,1751,5410,-1433,-1199,713,296,1360216,2560,17565,4171,22558,173963
6.399,0.198,2558,44504,-2493,-278,57041,18205,2682325,8158,186,8561,103440,51307,449,902,98,3970,2249,119767,1976,6433,-498,-842,407,223,1330869,3051,16284,3203,22249,176865
6.406,0.256,2611,46238,-3302,-740,56061,18458,2870359,7934,581,6267,98398,49847,356,863,125,3935,2110,120351,1910,6277,-632,-1665,392,409,1361015,2837,16791,3528,21367,173639
6.412,0.08,2976,51659,-3205,-623,55779,21072,2928754,8790,392,8483,110965,54991,525,990,82,3832,2915,119845,2227,6629,-935,-1011,509,268,1381281,2292,17235,3521,27149,195462
6.418,0.026,3426,57094,-3357,-714,56565,23782,2905050,10877,831,8732,144679,52086,964,1282,190,3893,2909,121483,2567,6467,-978,-1198,552,227,1386800,2731,16860,3633,29667,239858
6.425,0.099,2054,40674,-2063,-336,48391,19896,1979206,10037,1122,4296,145727,46877,569,1206,176,3788,3292,102629,1601,5599,-778,-1716,542,201,1325416,2730,14750,3277,26696,218388
6.431,0.086,2561,49240,-3050,-470,54455,19883,2651542,9163,239,7010,116371,49545,525,954,119,4006,2711,114603,2128,6354,-925,-896,453,209,1350121,2879,15182,3222,28651,197218
6.437,0.334,3433,54236,-3164,-711,55450,22139,2668003,8996,342,8014,127118,50039,607,1136,156,3975,3008,115897,1976,5933,-1069,-1103,509,329,1340102,2954,16645,3749,27248,215922
6.444,0.268,3954,73469,-2827,-768,53411,42217,2372339,9673,782,7956,132098,48754,523,1089,216,4121,4603,104555,2238,7262,-500,-1118,634,206,1372836,2582,16678,3579,28436,261411
6.45,0.085,3955,67980,-3166,-1028,53256,32051,2555848,11244,61,7215,149293,49332,711,1374,104,4052,3435,116141,2533,6622,-1360,-1536,685,307,1376667,2395,16661,3652,31848,264523
6.456,0.431,3690,65885,-3087,-987,53586,30880,2623112,11173,1007,7875,151256,46910,503,1225,165,4168,4320,114832,3076,7616,221,-168,614,116,1373219,2363,16362,3609,30118,262884
6.463,0.372,4688,77502,-3036,-622,54925,37280,2616447,10909,509,8279,139690,48368,547,1079,144,4337,3494,108919,2464,6901,-972,-1003,388,287,1328299,2945,16998,3588,28503,270069
6.469,0.31,3430,57224,-3638,-1035,59348,21698,2813263,9926,391,8606,133610,51156,539,1074,190,4384,2705,112111,2440,6175,-1013,-1103,435,234,1364995,2450,16354,3829,30720,225888
6.481,0.209,3840,64578,-2300,-78,60407,32634,2587749,12393,1126,8440,166754,52331,591,1296,245,4436,3530,115086,2461,6814,-598,-1024,530,348,1366652,2559,17761,3699,33927,280199
6.489,0.249,3536,61838,-2714,-153,57204,31815,2640935,10552,1345,8409,153407,50509,542,1058,237,4405,3386,111346,2503,6360,-868,-1428,527,291,1349421,2737,17837,3487,27912,261148
6.496,0.386,3418,58238,-3386,-217,60242,26477,2870835,10644,1022,8949,154578,52244,624,1258,120,4130,3020,114715,2574,6811,-109,-262,453,155,1379795,2849,16671,4202,28212,253355
6.504,0.278,3679,54510,-2879,-392,60678,22349,2921864,10377,903,8711,141569,54466,545,1132,214,4485,2815,116620,1949,6080,-413,-703,458,286,1393444,2970,16607,3187,28566,232484
6.512,-0.162,3489,56034,-2831,-272,55153,22498,3056452,9643,487,9358,137357,54141,546,1036,82,4093,2760,113312,2156,5708,-1092,-783,470,351,1400968,2800,17027,3478,27794,229021
6.52,0.231,4083,59382,-3047,-428,53743,23492,3022194,10744,365,7599,150077,53944,616,1155,181,3873,2630,115545,2223,6951,-559,-1148,297,269,1387119,2495,16291,3878,30076,247778
6.528,0.26,3531,55923,-3886,-492,56964,20774,3042373,9840,170,8255,136810,50846,627,958,148,3839,2152,111703,2160,5906,-1133,-1370,342,196,1371382,2521,17193,3520,29597,226878
6.536,0.221,3385,51418,-3111,-731,56688,19413,2947710,8841,719,7998,126207,51605,687,943,106,3886,2396,110965,2127,5688,-1619,-1482,325,265,1346959,2788,17026,3947,25104,209264
6.544,0.149,3260,54489,-3025,-682,58332,20701,3030579,9760,740,7989,130384,51494,644,946,174,4164,2112,113042,2228,5792,-1638,-1663,451,300,1384676,2694,15581,2877,26962,218594
6.551,-0.017,2911,50669,-3125,-196,56164,20132,2996511,9187,981,7775,132270,50158,734,910,85,3789,2132,118054,1748,6230,-1569,-1600,422,325,1384403,2737,16156,4322,27572,215169
6.559,-0.004,3945,67204,-3163,-648,58859,31633,2633854,12805,715,6979,173014,52658,912,1346,200,4424,3548,120506,2566,7145,-1532,-824,627,341,1380489,2718,17055,4008,35484,288601
6.567,-0.155,3807,59552,-3191,-559,59899,25233,2777222,10951,953,5999,159755,52786,719,1181,130,4286,2925,126491,1882,7126,-1671,-928,501,354,1356474,2829,15391,3644,37433,259298
6.575,0.081,2857,51116,-3825,-862,55813,18595,3101624,9331,636,6681,125998,54371,569,873,107,3671,2307,124898,2149,6421,-1913,-1061,354,271,1337790,3264,16267,3168,25024,207897
6.583,0.166,3188,53275,-3664,-846,58107,19438,2942731,8919,612,7440,132669,53709,632,1080,117,3931,2404,125160,2106,6299,-756,-1129,373,172,1361602,1947,16647,3404,29588,217489
6.591,0.089,2860,48567,-3196,-930,58020,17261,2923221,8658,597,7562,121853,51688,557,1062,193,3846,2255,123253,2392,6287,-944,-907,362,250,1370558,2748,16012,4220,29078,199199
6.591,0.132,2860,48567,-3196,-930,58020,17261,2923221,8658,597,7562,121853,51688,557,1062,193,3846,2255,123253,2392,6287,-944,-907,362,250,1370558,2748,16012,4220,29078,199199
6.598,0.14,2809,47099,-3185,-832,50945,18312,2783873,8217,586,6811,118274,45406,466,865,161,3797,2470,116368,2098,6040,-765,-558,577,266,1374343,2882,17397,3375,27709,194711
6.606,0.177,2393,44507,-3402,-1191,54780,16323,2667731,8472,454,7540,107905,47694,463,914,165,3522,2732,116464,1988,5483,-920,-1459,322,313,1342196,2486,15833,3414,26040,179600
6.614,0.167,3306,60314,-3926,-1159,56278,29399,2890671,7417,369,9310,108605,50582,622,1165,174,4013,3694,108175,2500,5764,-1039,-629,538,272,1324043,3120,16999,3943,25887,209041
6.622,0.063,2949,58796,-3003,-658,48028,38499,2345639,8464,1027,8069,111785,43644,1366,1017,173,3529,5387,94781,2632,6678,-1369,-771,839,341,1360284,2379,16228,3839,25644,220493
6.625,-0.007,2624,48027,-3724,-995,53808,20484,2853650,7425,448,8737,106059,48055,707,1013,194,3465,3116,110097,2251,5986,-1706,-1338,428,262,1128339,2807,14357,4099,23192,184619
6.633,-0.087,3815,58976,-2862,-925,51481,22513,2704983,10265,141,7854,147773,49673,567,1326,111,3565,2691,111240,1956,6737,-481,-937,538,197,1120346,2650,14942,3294,31191,243342
6.641,-0.059,2852,49369,-3356,-1109,51204,17808,2936648,7430,-58,8028,109845,50735,393,914,105,3544,2058,117029,2282,6558,-365,-1314,444,212,1147011,2104,15716,3746,24604,187304
6.648,0.026,2291,43061,-4791,-1172,54602,14642,3219841,6900,563,9521,89155,50495,701,1059,40,3778,2020,119582,2135,5925,-1034,-747,535,213,1150859,3043,14564,3793,19248,156049
6.649,0.021,2543,43237,-4486,-1222,53346,12949,3311620,6802,120,8853,91444,51847,777,839,118,3218,1939,120877,1732,5881,-2106,-1147,502,386,1149996,3029,13739,3374,20776,156975
6.659,0.009,2368,42584,-3785,-576,54793,13348,2793879,7105,-59,7428,96837,50402,479,766,111,3588,1304,113350,1736,5244,-1510,-922,381,195,1372134,3210,16346,3461,22341,162242
6.667,0.036,2475,42501,-3004,-600,58247,14686,2615444,8523,584,6910,105703,49055,655,1009,191,3863,1799,115610,1890,5489,-1195,-601,435,318,1377674,3208,16309,3598,24420,173888
6.675,-0.595,2335,39925,-3316,-617,56129,12048,2766912,7534,111,8784,89584,48913,444,752,37,3902,2045,107650,2164,5493,-1231,-1065,423,270,1356816,2235,16737,4189,27677,151426
6.681,-0.18,2074,37675,-4250,-1041,59733,11459,2934042,6636,674,8540,85731,49887,368,821,103,3527,2086,111124,1468,5913,-573,-990,275,232,1315254,2850,16935,3801,23020,143575
6.686,-0.342,2834,50807,-3541,-1033,56114,17383,2807045,8928,65,8249,129053,50183,527,1140,147,3995,2480,120073,1941,6099,-901,-471,547,209,1351274,3456,16059,3308,29917,209005
6.692,-0.387,3372,54227,-3804,-944,55301,19678,2785094,10847,411,6264,131038,50098,670,1283,86,4065,2439,129485,1662,6817,-351,-680,386,171,1368047,3063,16908,3258,33676,219162
6.697,-0.118,2026,40168,-4527,-1546,55921,10272,3122585,6200,-51,8657,88215,51120,518,807,114,3373,1556,121807,2095,5368,-1106,-1251,404,247,1368875,2005,16349,3009,21496,146881
6.704,-0.054,2323,42624,-4173,-1107,56712,13242,3117923,7189,-170,9833,101778,50305,456,832,96,3458,1799,120014,1856,5734,-1115,-1426,355,342,1363424,2201,16828,3419,20730,167156
6.71,-0.01,2278,42213,-4327,-1280,55777,12027,2979693,7129,276,8569,95031,51065,616,784,154,3689,1329,118886,2333,5801,-1499,-968,339,205,1335665,3054,16156,3438,24602,158678
6.716,0.227,1378,32779,-3169,-889,43769,7792,2213000,5936,385,5794,76555,48424,685,711,69,3292,1614,93600,1366,4508,-1496,-1024,460,302,1325339,2066,15862,3177,23075,124440
6.72,0.252,1802,35572,-3174,-604,50186,10498,2623926,6500,825,7966,82087,49983,497,755,114,3836,1770,114603,1309,5129,-1050,-736,354,142,1338011,2852,16365,2659,23401,136459
6.73,-0.028,2199,43206,-3712,-511,61073,16136,3153552,7624,671,8689,100183,49986,876,957,70,3842,1845,123796,2371,6670,-1771,-612,331,229,1349033,2798,15370,3640,23355,169348
6.734,-0.329,2165,43973,-3711,-690,58303,15529,3131752,7698,548,8184,111292,52059,516,894,66,3515,1711,125480,2601,5783,-1903,-1431,363,355,1366750,2784,16448,3999,24601,180657
6.74,-0.092,2468,41915,-3829,-985,57212,13894,3140081,7254,20,8529,97112,53292,509,819,64,3614,1972,120895,1898,5283,-1719,-1071,255,229,1369732,2423,16219,3233,23796,162643
6.746,0.122,2329,39058,-3423,-757,56017,11857,3017339,6180,34,8797,88389,52602,408,869,122,3284,1828,116785,2110,5103,-64,-621,257,228,1358084,2215,16760,3594,19180,147813
6.752,0.232,2275,40836,-3631,-443,58947,13562,3324856,6047,274,9834,89300,53754,416,768,103,3725,1581,117074,1808,5203,-1157,-1124,443,230,1364236,3177,15960,3630,17444,152020
6.759,-0.002,2596,44247,-4197,-921,58743,14322,3198648,6588,1296,9394,100269,51384,488,854,117,3706,1955,120126,1725,5801,-1196,-1048,288,299,1349092,3265,16314,4189,22953,168022
6.764,-0.042,2404,41826,-4214,-602,57373,12466,3189705,7127,-64,9925,90050,53917,440,771,121,3760,2284,120219,1684,6059,-1375,-1206,522,324,1333326,2575,16552,3157,23649,153873
6.77,-0.063,2416,40894,-3322,-825,51473,12598,2953264,6250,437,7649,85964,50859,443,685,64,3202,1525,112963,1942,4906,-1993,-1097,450,315,1354027,2443,16247,2676,20273,148122
6.778,0.062,2628,46323,-3972,-761,57001,15241,3113700,7649,389,7513,104438,54879,511,844,100,4077,2125,130860,1405,5891,-1296,-1290,332,216,1362861,3021,16487,3869,24647,176279
6.782,0.208,2590,43673,-4153,-792,56982,12608,2945866,7249,-94,6947,97160,51800,1028,931,71,3885,2399,123346,1578,5635,-1540,-1238,694,197,1348463,2706,16104,3480,22578,163280
6.787,0.311,2850,46872,-3622,-936,57616,14449,3051151,8585,177,8063,107299,53412,546,904,42,3463,2052,124481,1654,5640,-1462,-1437,459,197,1307359,2297,16156,3229,25736,180055
6.796,0.244,2315,38973,-3585,-986,55120,10408,3062137,6088,469,7836,81521,52405,498,704,82,3267,1367,115772,1147,4819,-1365,-929,385,259,1344112,2119,16378,3449,19329,139305
6.799,0.419,2614,41412,-4375,-1079,60101,12020,3158468,6373,546,7975,90108,51891,501,868,109,3584,2060,122954,2074,5347,-1451,-1326,329,261,1356692,2224,16219,3844,21283,152527
6.805,0.291,2829,42544,-4494,-1321,58574,12363,3233539,6826,590,9387,95142,53202,550,920,176,3492,1797,122568,2240,5508,-1059,-794,362,286,1362053,3123,17006,3914,23460,159704
6.813,0.151,2726,45141,-4158,-801,56299,14695,3239614,6864,588,8913,102160,51104,532,939,96,3630,2312,120134,1087,5408,-992,-1423,341,302,1361354,2646,16025,2884,24287,171586
6.817,0.275,2593,42610,-4309,-1142,55860,12677,3226796,6851,341,9168,96314,52445,583,920,54,3598,1984,117009,1526,5207,-1858,-1233,384,355,1346338,2756,15928,3743,22831,161045
6.823,0.291,2587,41081,-4674,-1232,56265,10819,3206053,6392,-15,9449,92527,50213,553,844,85,3639,1962,115994,1878,5113,-1446,-883,372,204,1344477,2675,17694,3588,22009,153406
6.827,0.295,2112,36894,-3990,-902,54590,9460,2992890,6282,930,7973,85287,47559,546,738,168,3637,1318,111849,1957,5315,-1587,-1292,329,219,1380799,2707,17101,3260,23203,140035
6.835,0.245,2269,40627,-2867,-798,51732,13025,2907570,6945,-31,7566,91837,53033,441,695,36,3349,1820,105940,1776,5551,-2211,-1143,481,372,1328464,3046,15936,3695,24386,154703
6.843,-0.023,2534,43803,-3309,-523,50426,14614,2884183,7189,213,7652,96533,52620,553,841,122,3501,1789,109900,2030,5030,-1263,-657,419,302,1352663,2322,16521,3083,26534,164673
6.853,0.166,2345,42868,-3535,-855,50721,13762,2790184,6893,293,8141,96117,52076,440,967,102,3493,2121,105559,1566,5156,-713,-1188,574,311,1373945,2573,16346,3920,26029,161985
6.857,0.181,2614,43180,-4048,-452,54102,13916,3051618,6819,-55,8110,95322,53088,422,712,148,3430,2091,111178,1892,5521,-598,-903,399,315,1376831,2548,16213,3618,25815,161851
6.864,0.289,2457,42132,-3998,-792,52116,12890,3142422,6866,202,8185,88364,54527,789,938,115,3780,1991,110611,1676,4761,-1907,-1063,557,309,1360387,2042,16618,2934,22554,152709
6.871,0.147,2366,43318,-3771,-981,53358,12827,3021066,6794,244,6982,92062,52819,479,699,171,3352,1681,109624,1573,5576,-1670,-1963,406,338,1335148,2302,16435,3747,25242,157367
6.877,0.284,2178,40568,-3633,-1190,49101,12826,2882040,6029,1105,7534,89389,53382,577,800,88,3290,1939,104416,1719,5040,-1714,-1470,405,333,1309209,2301,15229,3915,21741,150990
6.884,0.217,2214,41039,-3732,-1251,50421,13104,2909725,6441,485,7190,92234,53564,405,768,114,3273,1759,109006,1031,5336,-923,-1062,312,275,1331493,2908,16607,3649,21676,155032
6.891,0.314,2373,42458,-3571,-1172,48701,12404,2941840,6444,396,7422,95324,51953,463,732,58,3015,1841,109653,1660,5474,-2034,-888,520,246,1348397,2404,16202,3556,21611,159003
6.903,0.287,2650,43703,-3357,-1112,50562,12206,2900944,6749,295,7086,93185,50183,499,773,91,3539,1649,109883,1313,5374,-1061,-1075,210,336,1350153,2939,16055,3187,23941,158493
6.905,0.329,2574,45356,-3641,-1019,50629,13465,2880120,7404,476,7380,95715,52541,552,823,88,3502,2379,110582,1171,5037,-1840,-1516,475,326,1337676,2186,15817,3670,27337,164514
6.912,0.132,1927,37716,-4252,-1203,49175,10076,2990125,5610,205,7317,73817,50426,436,963,119,3102,1645,111000,1298,4923,-414,-371,334,264,1303025,2387,15383,3330,19349,129146
6.919,0.163,2382,40672,-4040,-970,51306,12710,2977943,6074,526,8069,82445,48049,470,680,153,3308,1950,106531,1877,5042,-1375,-1413,286,259,1328196,1985,16464,3047,18549,144283
6.926,0.142,2574,44412,-3268,-826,48318,14651,2728291,6588,393,6536,101577,46503,465,823,16,3185,1873,108567,2127,6142,-1387,-1699,450,167,1346303,2395,15681,3083,23131,169802
6.933,0.209,2547,46878,-4007,-933,52750,12629,3061928,7338,-233,8116,106875,49515,538,813,55,3464,2373,114765,1807,6174,-1445,-1739,413,268,1363112,2495,16450,3675,25260,176267
6.94,0.233,2466,42263,-3987,-1300,48074,12746,3049845,6365,363,7641,88919,51256,573,851,96,3054,1580,110323,1141,4859,-1562,-1207,532,239,1337730,2044,15619,3600,18309,152759
6.947,0.143,2017,40813,-4091,-1177,44600,11843,2792929,6745,189,6940,95046,47681,479,634,24,3199,1669,109015,1425,5609,-1823,-974,453,286,1305041,2480,15015,2811,21068,156464
6.954,0.19,2614,44949,-4350,-1342,53889,13001,3087246,7846,31,7646,110253,48470,648,1080,121,3620,1736,118460,2286,6231,-1022,-876,569,201,1367736,2688,17957,3708,28388,178663
6.959,0.146,2150,42395,-3698,-764,50284,12650,3033247,7182,945,8065,89891,52117,1191,663,-12,3724,2319,117589,2090,4899,-1048,26,1067,284,1354038,2507,16590,3264,30315,154268
6.966,-0.071,1718,33851,-3221,-456,37973,8891,2640735,6198,275,6349,69661,46045,519,582,34,2787,1401,103132,1475,4742,-1907,-807,366,346,1304933,2132,14759,3163,20168,120319
6.972,0.141,3244,55004,-3275,-476,48576,20126,2891895,9117,481,6376,135910,53273,622,931,81,3583,2504,123094,1445,6726,-1163,-926,518,224,1366480,2596,16825,4040,30870,223401
